id,departure,arrival,date,time_departure,duration_minutes,cost,distance_km,airline
3263,Улан-Удэ,Владивосток,2026-07-03,10:05:00,160,45448,2062,Аэрофлот
3264,Владивосток,Улан-Удэ,2026-07-03,12:35:00,160,37239,2062,S7 Airlines
3265,Улан-Удэ,Владивосток,2026-07-03,10:35:00,148,40280,2062,Победа
3266,Владивосток,Улан-Удэ,2026-07-03,08:10:00,148,35818,2062,Россия
3267,Улан-Удэ,Владивосток,2026-07-03,13:45:00,155,32263,2062,Победа
3268,Владивосток,Улан-Удэ,2026-07-03,16:15:00,155,30168,2062,Победа
3269,Улан-Удэ,Южно-Сахалинск,2026-07-03,17:20:00,196,39747,2583,Победа
3270,Южно-Сахалинск,Улан-Удэ,2026-07-03,12:20:00,196,41993,2583,Уральские авиалинии
3271,Улан-Удэ,Южно-Сахалинск,2026-07-03,17:45:00,185,50877,2583,Аэрофлот
3272,Южно-Сахалинск,Улан-Удэ,2026-07-03,19:20:00,185,52160,2583,Аэрофлот
3273,Улан-Удэ,Южно-Сахалинск,2026-07-03,19:25:00,193,46047,2583,Уральские авиалинии
3274,Южно-Сахалинск,Улан-Удэ,2026-07-03,19:00:00,193,55522,2583,S7 Airlines
3275,Улан-Удэ,Сочи,2026-07-03,09:45:00,359,93439,4955,Red Wings
3276,Сочи,Улан-Удэ,2026-07-03,15:25:00,359,81951,4955,S7 Airlines
3277,Улан-Удэ,Сочи,2026-07-03,12:05:00,367,88105,4955,Red Wings
3278,Сочи,Улан-Удэ,2026-07-03,19:50:00,367,103571,4955,Аэрофлот
3279,Улан-Удэ,Сочи,2026-07-03,14:15:00,364,82624,4955,Аэрофлот
3280,Сочи,Улан-Удэ,2026-07-03,08:30:00,364,82092,4955,Победа
3281,Улан-Удэ,Краснодар,2026-07-03,07:35:00,368,78817,4919,S7 Airlines
3282,Краснодар,Улан-Удэ,2026-07-03,18:10:00,368,101526,4919,S7 Airlines
3283,Улан-Удэ,Краснодар,2026-07-03,17:15:00,385,82047,4919,S7 Airlines
3284,Краснодар,Улан-Удэ,2026-07-03,23:25:00,385,57596,4919,Red Wings
3285,Улан-Удэ,Краснодар,2026-07-03,23:00:00,387,62402,4919,Победа
3286,Краснодар,Улан-Удэ,2026-07-03,06:30:00,387,60479,4919,Red Wings
3287,Улан-Удэ,Ростов-на-Дону,2026-07-03,12:20:00,355,91193,4728,S7 Airlines
3288,Ростов-на-Дону,Улан-Удэ,2026-07-03,20:35:00,355,84709,4728,Уральские авиалинии
3289,Улан-Удэ,Ростов-на-Дону,2026-07-03,14:35:00,338,69552,4728,Победа
3290,Ростов-на-Дону,Улан-Удэ,2026-07-03,23:30:00,338,71156,4728,Аэрофлот
3291,Улан-Удэ,Ставрополь,2026-07-03,06:15:00,356,63448,4709,Уральские авиалинии
3292,Ставрополь,Улан-Удэ,2026-07-03,08:30:00,356,90453,4709,Аэрофлот
3293,Улан-Удэ,Ставрополь,2026-07-03,14:50:00,351,69648,4709,Уральские авиалинии
3294,Ставрополь,Улан-Удэ,2026-07-03,12:35:00,351,96937,4709,Аэрофлот
3295,Улан-Удэ,Ставрополь,2026-07-03,15:00:00,363,83203,4709,S7 Airlines
3296,Ставрополь,Улан-Удэ,2026-07-03,17:05:00,363,80953,4709,Россия
3297,Улан-Удэ,Минеральные Воды,2026-07-03,06:45:00,337,57084,4700,Победа
3298,Минеральные Воды,Улан-Удэ,2026-07-03,22:30:00,337,60763,4700,Победа
3299,Улан-Удэ,Минеральные Воды,2026-07-03,14:10:00,338,72936,4700,Победа
3300,Минеральные Воды,Улан-Удэ,2026-07-03,09:30:00,338,77153,4700,Победа
3301,Улан-Удэ,Минеральные Воды,2026-07-03,19:20:00,336,90042,4700,S7 Airlines
3302,Минеральные Воды,Улан-Удэ,2026-07-03,11:25:00,336,91823,4700,Аэрофлот
3303,Улан-Удэ,Махачкала,2026-07-03,09:30:00,352,78169,4483,Red Wings
3304,Махачкала,Улан-Удэ,2026-07-03,16:55:00,352,77505,4483,S7 Airlines
3305,Улан-Удэ,Махачкала,2026-07-03,17:50:00,321,88611,4483,Аэрофлот
3306,Махачкала,Улан-Удэ,2026-07-03,14:20:00,321,77018,4483,Аэрофлот
3307,Улан-Удэ,Грозный,2026-07-03,12:15:00,355,83877,4579,S7 Airlines
3308,Грозный,Улан-Удэ,2026-07-03,19:15:00,355,87400,4579,Уральские авиалинии
3309,Улан-Удэ,Грозный,2026-07-03,17:40:00,335,77701,4579,Россия
3310,Грозный,Улан-Удэ,2026-07-03,06:40:00,335,70566,4579,Аэрофлот
3311,Улан-Удэ,Грозный,2026-07-03,19:05:00,355,79398,4579,Победа
3312,Грозный,Улан-Удэ,2026-07-03,08:50:00,355,76108,4579,Победа
3313,Улан-Удэ,Калининград,2026-07-03,10:45:00,412,99692,5393,Россия
3314,Калининград,Улан-Удэ,2026-07-03,17:25:00,412,81629,5393,Уральские авиалинии
3315,Улан-Удэ,Калининград,2026-07-03,16:05:00,391,83663,5393,Победа
3316,Калининград,Улан-Удэ,2026-07-03,21:05:00,391,81252,5393,Победа
3317,Улан-Удэ,Калининград,2026-07-03,23:55:00,397,65801,5393,Победа
3318,Калининград,Улан-Удэ,2026-07-03,16:00:00,397,79429,5393,Уральские авиалинии
3319,Улан-Удэ,Архангельск,2026-07-03,20:55:00,287,63423,3940,Red Wings
3320,Архангельск,Улан-Удэ,2026-07-03,13:15:00,287,63460,3940,Победа
3321,Улан-Удэ,Архангельск,2026-07-03,22:15:00,298,55296,3940,Россия
3322,Архангельск,Улан-Удэ,2026-07-03,17:20:00,298,69069,3940,S7 Airlines
3323,Улан-Удэ,Мурманск,2026-07-03,06:20:00,301,56273,4186,Победа
3324,Мурманск,Улан-Удэ,2026-07-03,13:55:00,301,75634,4186,S7 Airlines
3325,Улан-Удэ,Мурманск,2026-07-03,16:00:00,298,60660,4186,Red Wings
3326,Мурманск,Улан-Удэ,2026-07-03,11:55:00,298,82433,4186,S7 Airlines
3327,Улан-Удэ,Сыктывкар,2026-07-03,13:15:00,271,58195,3494,Уральские авиалинии
3328,Сыктывкар,Улан-Удэ,2026-07-03,17:20:00,271,58394,3494,Победа
3329,Чита,Якутск,2026-07-03,14:10:00,110,27772,1489,Аэрофлот
3330,Якутск,Чита,2026-07-03,13:35:00,110,24586,1489,Победа
3331,Чита,Якутск,2026-07-03,15:00:00,111,21305,1489,Уральские авиалинии
3332,Якутск,Чита,2026-07-03,07:40:00,111,21416,1489,S7 Airlines
3333,Чита,Якутск,2026-07-03,19:10:00,107,31752,1489,Аэрофлот
3334,Якутск,Чита,2026-07-03,09:30:00,107,28555,1489,S7 Airlines
3335,Чита,Якутск,2026-07-03,19:25:00,112,29013,1489,Победа
3336,Якутск,Чита,2026-07-03,22:45:00,112,22533,1489,S7 Airlines
3337,Чита,Хабаровск,2026-07-03,07:15:00,120,23529,1596,Победа
3338,Хабаровск,Чита,2026-07-03,11:00:00,120,27789,1596,Победа
3339,Чита,Хабаровск,2026-07-03,12:15:00,123,29091,1596,S7 Airlines
3340,Хабаровск,Чита,2026-07-03,19:45:00,123,32347,1596,S7 Airlines
3341,Чита,Хабаровск,2026-07-03,16:40:00,125,26730,1596,Россия
3342,Хабаровск,Чита,2026-07-03,13:00:00,125,31120,1596,Аэрофлот
3343,Чита,Хабаровск,2026-07-03,18:25:00,124,29823,1596,Уральские авиалинии
3344,Хабаровск,Чита,2026-07-03,22:35:00,124,20695,1596,Победа
3345,Чита,Владивосток,2026-07-03,11:20:00,130,30987,1702,Победа
3346,Владивосток,Чита,2026-07-03,13:05:00,130,30284,1702,Аэрофлот
3347,Чита,Владивосток,2026-07-03,16:20:00,130,27716,1702,Победа
3348,Владивосток,Чита,2026-07-03,23:45:00,130,20654,1702,Победа
3349,Чита,Владивосток,2026-07-03,17:55:00,127,29892,1702,Аэрофлот
3350,Владивосток,Чита,2026-07-03,12:55:00,127,33314,1702,S7 Airlines
3351,Чита,Южно-Сахалинск,2026-07-03,09:40:00,167,38819,2181,Победа
3352,Южно-Сахалинск,Чита,2026-07-03,15:10:00,167,35230,2181,Победа
3353,Чита,Южно-Сахалинск,2026-07-03,18:30:00,161,44239,2181,S7 Airlines
3354,Южно-Сахалинск,Чита,2026-07-03,11:25:00,161,42326,2181,Аэрофлот
3355,Чита,Южно-Сахалинск,2026-07-03,19:30:00,160,45407,2181,S7 Airlines
3356,Южно-Сахалинск,Чита,2026-07-03,06:45:00,160,27849,2181,Россия
3357,Чита,Южно-Сахалинск,2026-07-03,22:00:00,156,27496,2181,Red Wings
3358,Южно-Сахалинск,Чита,2026-07-03,18:10:00,156,47312,2181,Аэрофлот
3359,Чита,Сочи,2026-07-03,09:00:00,392,93618,5328,Победа
3360,Сочи,Чита,2026-07-03,23:55:00,392,63943,5328,Red Wings
3361,Чита,Сочи,2026-07-03,14:50:00,403,92581,5328,S7 Airlines
3362,Сочи,Чита,2026-07-03,16:20:00,403,84104,5328,Уральские авиалинии
3363,Чита,Краснодар,2026-07-03,09:25:00,388,92172,5285,Победа
3364,Краснодар,Чита,2026-07-03,21:30:00,388,79707,5285,Уральские авиалинии
3365,Чита,Краснодар,2026-07-03,19:05:00,396,109061,5285,Аэрофлот
3366,Краснодар,Чита,2026-07-03,09:00:00,396,106433,5285,Аэрофлот
3367,Чита,Ростов-на-Дону,2026-07-03,10:20:00,365,98731,5088,Победа
3368,Ростов-на-Дону,Чита,2026-07-03,17:15:00,365,86593,5088,Россия
3369,Чита,Ставрополь,2026-07-03,15:30:00,386,86415,5081,S7 Airlines
3370,Ставрополь,Чита,2026-07-03,13:25:00,386,92479,5081,S7 Airlines
3371,Чита,Минеральные Воды,2026-07-03,06:50:00,385,78922,5076,Аэрофлот
3372,Минеральные Воды,Чита,2026-07-03,16:20:00,385,94019,5076,Аэрофлот
3373,Чита,Минеральные Воды,2026-07-03,12:05:00,371,80249,5076,Уральские авиалинии
3374,Минеральные Воды,Чита,2026-07-03,23:45:00,371,64630,5076,S7 Airlines
3375,Чита,Минеральные Воды,2026-07-03,16:45:00,364,75609,5076,Победа
3376,Минеральные Воды,Чита,2026-07-03,19:55:00,364,90181,5076,Победа
3377,Чита,Махачкала,2026-07-03,07:05:00,369,76155,4869,S7 Airlines
3378,Махачкала,Чита,2026-07-03,10:15:00,369,99772,4869,Аэрофлот
3379,Чита,Махачкала,2026-07-03,15:10:00,373,75128,4869,Red Wings
3380,Махачкала,Чита,2026-07-03,20:40:00,373,88911,4869,Аэрофлот
3381,Чита,Махачкала,2026-07-03,23:05:00,364,70031,4869,S7 Airlines
3382,Махачкала,Чита,2026-07-03,21:25:00,364,70959,4869,Уральские авиалинии
3383,Чита,Грозный,2026-07-03,15:50:00,368,77199,4960,Россия
3384,Грозный,Чита,2026-07-03,22:20:00,368,66928,4960,Россия
3385,Чита,Грозный,2026-07-03,22:40:00,365,63320,4960,Победа
3386,Грозный,Чита,2026-07-03,07:10:00,365,73059,4960,S7 Airlines
3387,Чита,Калининград,2026-07-03,08:20:00,437,91868,5680,Победа
3388,Калининград,Чита,2026-07-03,21:25:00,437,90604,5680,Аэрофлот
3389,Чита,Калининград,2026-07-03,13:00:00,431,100614,5680,Аэрофлот
3390,Калининград,Чита,2026-07-03,18:15:00,431,98421,5680,Победа
3391,Чита,Калининград,2026-07-03,19:05:00,427,120811,5680,S7 Airlines
3392,Калининград,Чита,2026-07-03,21:40:00,427,87565,5680,S7 Airlines
3393,Чита,Архангельск,2026-07-03,10:00:00,320,85713,4193,Аэрофлот
3394,Архангельск,Чита,2026-07-03,07:25:00,320,61744,4193,Победа
3395,Чита,Мурманск,2026-07-03,12:40:00,317,85442,4394,Аэрофлот
3396,Мурманск,Чита,2026-07-03,11:20:00,317,88919,4394,Аэрофлот
3397,Чита,Мурманск,2026-07-03,13:10:00,327,65974,4394,Уральские авиалинии
3398,Мурманск,Чита,2026-07-03,21:20:00,327,72288,4394,Аэрофлот
3399,Чита,Мурманск,2026-07-03,21:55:00,322,76717,4394,Аэрофлот
3400,Мурманск,Чита,2026-07-03,23:25:00,322,53764,4394,Red Wings
3401,Чита,Сыктывкар,2026-07-03,08:15:00,285,67944,3782,Уральские авиалинии
3402,Сыктывкар,Чита,2026-07-03,11:15:00,285,68245,3782,Победа
3403,Якутск,Хабаровск,2026-07-03,15:40:00,116,24574,1545,S7 Airlines
3404,Хабаровск,Якутск,2026-07-03,07:05:00,116,21541,1545,Уральские авиалинии
3405,Якутск,Хабаровск,2026-07-03,18:20:00,114,30385,1545,Россия
3406,Хабаровск,Якутск,2026-07-03,20:15:00,114,28755,1545,Аэрофлот
3407,Якутск,Хабаровск,2026-07-03,20:50:00,112,26110,1545,Победа
3408,Хабаровск,Якутск,2026-07-03,15:50:00,112,26152,1545,Аэрофлот
3409,Якутск,Хабаровск,2026-07-03,23:45:00,113,18122,1545,Red Wings
3410,Хабаровск,Якутск,2026-07-03,22:20:00,113,20444,1545,Red Wings
3411,Якутск,Владивосток,2026-07-03,18:35:00,156,39035,2114,Победа
3412,Владивосток,Якутск,2026-07-03,07:45:00,156,29930,2114,Уральские авиалинии
3413,Якутск,Владивосток,2026-07-03,20:15:00,151,36313,2114,Победа
3414,Владивосток,Якутск,2026-07-03,21:05:00,151,30018,2114,Победа
3415,Якутск,Владивосток,2026-07-03,23:35:00,155,26524,2114,Уральские авиалинии
3416,Владивосток,Якутск,2026-07-03,12:20:00,155,34447,2114,Уральские авиалинии
3417,Якутск,Южно-Сахалинск,2026-07-03,09:00:00,134,35707,1870,Аэрофлот
3418,Южно-Сахалинск,Якутск,2026-07-03,13:55:00,134,32393,1870,S7 Airlines
3419,Якутск,Южно-Сахалинск,2026-07-03,11:00:00,145,38926,1870,S7 Airlines
3420,Южно-Сахалинск,Якутск,2026-07-03,21:45:00,145,26793,1870,Red Wings
3421,Якутск,Южно-Сахалинск,2026-07-03,18:25:00,136,32387,1870,Red Wings
3422,Южно-Сахалинск,Якутск,2026-07-03,06:10:00,136,28257,1870,Аэрофлот
3423,Якутск,Южно-Сахалинск,2026-07-03,23:35:00,141,25058,1870,Россия
3424,Южно-Сахалинск,Якутск,2026-07-03,13:20:00,141,33064,1870,Аэрофлот
3425,Якутск,Сочи,2026-07-03,12:25:00,442,118027,5837,Аэрофлот
3426,Сочи,Якутск,2026-07-03,22:05:00,442,83228,5837,S7 Airlines
3427,Якутск,Сочи,2026-07-03,14:00:00,457,102561,5837,S7 Airlines
3428,Сочи,Якутск,2026-07-03,06:55:00,457,88929,5837,S7 Airlines
3429,Якутск,Сочи,2026-07-03,15:35:00,446,97263,5837,Аэрофлот
3430,Сочи,Якутск,2026-07-03,20:15:00,446,113441,5837,Аэрофлот
3431,Якутск,Краснодар,2026-07-03,06:40:00,439,75962,5741,Россия
3432,Краснодар,Якутск,2026-07-03,15:05:00,439,104467,5741,Аэрофлот
3433,Якутск,Краснодар,2026-07-03,19:30:00,418,120917,5741,Аэрофлот
3434,Краснодар,Якутск,2026-07-03,12:20:00,418,116069,5741,Аэрофлот
3435,Якутск,Краснодар,2026-07-03,23:40:00,441,81180,5741,S7 Airlines
3436,Краснодар,Якутск,2026-07-03,14:10:00,441,86240,5741,Победа
3437,Якутск,Ростов-на-Дону,2026-07-03,09:45:00,419,100031,5505,Россия
3438,Ростов-на-Дону,Якутск,2026-07-03,21:20:00,419,82617,5505,Red Wings
3439,Якутск,Ростов-на-Дону,2026-07-03,23:55:00,423,78544,5505,S7 Airlines
3440,Ростов-на-Дону,Якутск,2026-07-03,22:05:00,423,71692,5505,Уральские авиалинии
3441,Якутск,Ставрополь,2026-07-03,07:55:00,435,88349,5586,Аэрофлот
3442,Ставрополь,Якутск,2026-07-03,17:10:00,435,84576,5586,Red Wings
3443,Якутск,Ставрополь,2026-07-03,13:10:00,402,93048,5586,Победа
3444,Ставрополь,Якутск,2026-07-03,12:55:00,402,98708,5586,Победа
3445,Якутск,Ставрополь,2026-07-03,13:30:00,415,84711,5586,Уральские авиалинии
3446,Ставрополь,Якутск,2026-07-03,18:00:00,415,105189,5586,Победа
3447,Якутск,Минеральные Воды,2026-07-03,11:05:00,417,107835,5618,S7 Airlines
3448,Минеральные Воды,Якутск,2026-07-03,06:15:00,417,73966,5618,Победа
3449,Якутск,Минеральные Воды,2026-07-03,14:55:00,429,83941,5618,Победа
3450,Минеральные Воды,Якутск,2026-07-03,08:25:00,429,105462,5618,Аэрофлот
3451,Якутск,Минеральные Воды,2026-07-03,21:55:00,408,80910,5618,Победа
3452,Минеральные Воды,Якутск,2026-07-03,08:45:00,408,100203,5618,Победа
3453,Якутск,Махачкала,2026-07-03,16:50:00,418,91918,5518,S7 Airlines
3454,Махачкала,Якутск,2026-07-03,07:25:00,418,79287,5518,S7 Airlines
3455,Якутск,Грозный,2026-07-03,19:40:00,415,108235,5564,Уральские авиалинии
3456,Грозный,Якутск,2026-07-03,21:50:00,415,81762,5564,Победа
3457,Якутск,Калининград,2026-07-03,14:15:00,421,83981,5628,Red Wings
3458,Калининград,Якутск,2026-07-03,22:05:00,421,74706,5628,Red Wings
3459,Якутск,Калининград,2026-07-03,16:20:00,404,89244,5628,Уральские авиалинии
3460,Калининград,Якутск,2026-07-03,15:00:00,404,89538,5628,S7 Airlines
3461,Якутск,Калининград,2026-07-03,18:20:00,403,109672,5628,S7 Airlines
3462,Калининград,Якутск,2026-07-03,21:10:00,403,89253,5628,S7 Airlines
3463,Якутск,Архангельск,2026-07-03,09:50:00,313,75193,4082,Победа
3464,Архангельск,Якутск,2026-07-03,15:05:00,313,59417,4082,Победа
3465,Якутск,Мурманск,2026-07-03,08:30:00,302,75668,4066,S7 Airlines
3466,Мурманск,Якутск,2026-07-03,21:20:00,302,64886,4066,Аэрофлот
3467,Якутск,Сыктывкар,2026-07-03,08:15:00,290,76527,3878,Аэрофлот
3468,Сыктывкар,Якутск,2026-07-03,15:05:00,290,65450,3878,S7 Airlines
3469,Якутск,Сыктывкар,2026-07-03,10:20:00,286,86564,3878,Аэрофлот
3470,Сыктывкар,Якутск,2026-07-03,13:25:00,286,72063,3878,S7 Airlines
3471,Хабаровск,Владивосток,2026-07-03,09:10:00,47,11877,653,S7 Airlines
3472,Владивосток,Хабаровск,2026-07-03,14:55:00,47,10123,653,Россия
3473,Хабаровск,Владивосток,2026-07-03,09:40:00,48,11518,653,Победа
3474,Владивосток,Хабаровск,2026-07-03,19:15:00,48,11473,653,Победа
3475,Хабаровск,Владивосток,2026-07-03,14:55:00,46,9762,653,Red Wings
3476,Владивосток,Хабаровск,2026-07-03,23:05:00,46,8450,653,Победа
3477,Хабаровск,Владивосток,2026-07-03,22:45:00,50,9479,653,Аэрофлот
3478,Владивосток,Хабаровск,2026-07-03,16:00:00,50,10338,653,S7 Airlines
3479,Хабаровск,Сочи,2026-07-03,12:30:00,513,110805,6879,Red Wings
3480,Сочи,Хабаровск,2026-07-03,20:50:00,513,111340,6879,Уральские авиалинии
3481,Хабаровск,Краснодар,2026-07-03,08:40:00,528,132357,6821,S7 Airlines
3482,Краснодар,Хабаровск,2026-07-03,07:40:00,528,109934,6821,Аэрофлот
3483,Хабаровск,Краснодар,2026-07-03,20:30:00,498,118567,6821,S7 Airlines
3484,Краснодар,Хабаровск,2026-07-03,17:30:00,498,130571,6821,Аэрофлот
3485,Хабаровск,Ростов-на-Дону,2026-07-03,20:20:00,519,111654,6611,Победа
3486,Ростов-на-Дону,Хабаровск,2026-07-03,08:55:00,519,130308,6611,Аэрофлот
3487,Хабаровск,Ростов-на-Дону,2026-07-03,23:35:00,519,94934,6611,S7 Airlines
3488,Ростов-на-Дону,Хабаровск,2026-07-03,07:20:00,519,99686,6611,Аэрофлот
3489,Хабаровск,Ставрополь,2026-07-03,16:40:00,511,117213,6629,Аэрофлот
3490,Ставрополь,Хабаровск,2026-07-03,06:35:00,511,97388,6629,S7 Airlines
3491,Хабаровск,Минеральные Воды,2026-07-03,14:10:00,508,110788,6633,S7 Airlines
3492,Минеральные Воды,Хабаровск,2026-07-03,19:10:00,508,121787,6633,Победа
3493,Хабаровск,Минеральные Воды,2026-07-03,14:20:00,484,95696,6633,Red Wings
3494,Минеральные Воды,Хабаровск,2026-07-03,14:55:00,484,102933,6633,Победа
3495,Хабаровск,Махачкала,2026-07-03,06:10:00,492,89042,6447,S7 Airlines
3496,Махачкала,Хабаровск,2026-07-03,19:05:00,492,141622,6447,Аэрофлот
3497,Хабаровск,Махачкала,2026-07-03,13:10:00,460,110959,6447,Победа
3498,Махачкала,Хабаровск,2026-07-03,10:45:00,460,122522,6447,Россия
3499,Хабаровск,Грозный,2026-07-03,19:30:00,470,135987,6531,S7 Airlines
3500,Грозный,Хабаровск,2026-07-03,10:15:00,470,136810,6531,S7 Airlines
3501,Хабаровск,Грозный,2026-07-03,20:40:00,499,104448,6531,Победа
3502,Грозный,Хабаровск,2026-07-03,20:45:00,499,108899,6531,Победа
3503,Хабаровск,Калининград,2026-07-03,18:25:00,541,115713,7002,Победа
3504,Калининград,Хабаровск,2026-07-03,22:45:00,541,94630,7002,S7 Airlines
3505,Хабаровск,Архангельск,2026-07-03,15:40:00,421,78624,5460,Red Wings
3506,Архангельск,Хабаровск,2026-07-03,08:40:00,421,89946,5460,Уральские авиалинии
3507,Хабаровск,Архангельск,2026-07-03,16:40:00,414,87861,5460,Победа
3508,Архангельск,Хабаровск,2026-07-03,23:00:00,414,67984,5460,Red Wings
3509,Хабаровск,Мурманск,2026-07-03,09:20:00,414,93915,5525,Red Wings
3510,Мурманск,Хабаровск,2026-07-03,09:40:00,414,119317,5525,Аэрофлот
3511,Хабаровск,Мурманск,2026-07-03,13:35:00,405,100587,5525,Аэрофлот
3512,Мурманск,Хабаровск,2026-07-03,16:00:00,405,89196,5525,Россия
3513,Хабаровск,Мурманск,2026-07-03,23:00:00,403,68526,5525,Победа
3514,Мурманск,Хабаровск,2026-07-03,21:25:00,403,92054,5525,Аэрофлот
3515,Хабаровск,Сыктывкар,2026-07-03,14:45:00,401,75040,5152,Победа
3516,Сыктывкар,Хабаровск,2026-07-03,09:30:00,401,103334,5152,S7 Airlines
3517,Хабаровск,Сыктывкар,2026-07-03,15:20:00,389,74718,5152,Уральские авиалинии
3518,Сыктывкар,Хабаровск,2026-07-03,12:55:00,389,89492,5152,Победа
3519,Владивосток,Южно-Сахалинск,2026-07-03,06:30:00,71,13020,951,Red Wings
3520,Южно-Сахалинск,Владивосток,2026-07-03,12:20:00,71,18165,951,S7 Airlines
3521,Владивосток,Южно-Сахалинск,2026-07-03,08:45:00,70,16591,951,Победа
3522,Южно-Сахалинск,Владивосток,2026-07-03,16:15:00,70,15334,951,Уральские авиалинии
3523,Владивосток,Южно-Сахалинск,2026-07-03,12:30:00,69,19163,951,Аэрофлот
3524,Южно-Сахалинск,Владивосток,2026-07-03,17:35:00,69,16059,951,Red Wings
3525,Владивосток,Южно-Сахалинск,2026-07-03,18:00:00,67,17075,951,Победа
3526,Южно-Сахалинск,Владивосток,2026-07-03,21:45:00,67,16516,951,Аэрофлот
3527,Владивосток,Южно-Сахалинск,2026-07-03,20:10:00,72,19099,951,Аэрофлот
3528,Южно-Сахалинск,Владивосток,2026-07-03,21:25:00,72,14337,951,Уральские авиалинии
3529,Владивосток,Южно-Сахалинск,2026-07-03,23:20:00,74,11162,951,Red Wings
3530,Южно-Сахалинск,Владивосток,2026-07-03,18:00:00,74,17860,951,Победа
3531,Владивосток,Сочи,2026-07-03,10:00:00,530,158477,7018,Аэрофлот
3532,Сочи,Владивосток,2026-07-03,12:05:00,530,130497,7018,Аэрофлот
3533,Владивосток,Сочи,2026-07-03,14:10:00,520,105889,7018,Россия
3534,Сочи,Владивосток,2026-07-03,18:00:00,520,126789,7018,Победа
3535,Владивосток,Сочи,2026-07-03,22:05:00,527,85552,7018,Уральские авиалинии
3536,Сочи,Владивосток,2026-07-03,17:20:00,527,139979,7018,Аэрофлот
3537,Владивосток,Краснодар,2026-07-03,06:00:00,542,93988,6981,S7 Airlines
3538,Краснодар,Владивосток,2026-07-03,10:50:00,542,143061,6981,S7 Airlines
3539,Владивосток,Краснодар,2026-07-03,08:50:00,500,111221,6981,Red Wings
3540,Краснодар,Владивосток,2026-07-03,06:10:00,500,89714,6981,Уральские авиалинии
3541,Владивосток,Ростов-на-Дону,2026-07-03,10:40:00,484,125357,6788,Россия
3542,Ростов-на-Дону,Владивосток,2026-07-03,19:50:00,484,126456,6788,Россия
3543,Владивосток,Ростов-на-Дону,2026-07-03,15:05:00,533,104189,6788,Победа
3544,Ростов-на-Дону,Владивосток,2026-07-03,14:00:00,533,102982,6788,Победа
3545,Владивосток,Ставрополь,2026-07-03,15:45:00,517,121640,6772,Аэрофлот
3546,Ставрополь,Владивосток,2026-07-03,13:20:00,517,111528,6772,Уральские авиалинии
3547,Владивосток,Минеральные Воды,2026-07-03,16:25:00,524,108668,6762,Победа
3548,Минеральные Воды,Владивосток,2026-07-03,18:35:00,524,119125,6762,Уральские авиалинии
3549,Владивосток,Минеральные Воды,2026-07-03,23:10:00,501,93647,6762,Аэрофлот
3550,Минеральные Воды,Владивосток,2026-07-03,15:35:00,501,116287,6762,S7 Airlines
3551,Владивосток,Махачкала,2026-07-03,14:20:00,465,103442,6536,Победа
3552,Махачкала,Владивосток,2026-07-03,21:55:00,465,92199,6536,Победа
3553,Владивосток,Грозный,2026-07-03,17:40:00,520,106832,6636,Red Wings
3554,Грозный,Владивосток,2026-07-03,21:20:00,520,115995,6636,Аэрофлот
3555,Владивосток,Грозный,2026-07-03,19:55:00,494,130184,6636,Red Wings
3556,Грозный,Владивосток,2026-07-03,08:35:00,494,136030,6636,Аэрофлот
3557,Владивосток,Калининград,2026-07-03,08:00:00,567,145858,7339,S7 Airlines
3558,Калининград,Владивосток,2026-07-03,15:05:00,567,106731,7339,Уральские авиалинии
3559,Владивосток,Калининград,2026-07-03,10:30:00,565,144283,7339,Победа
3560,Калининград,Владивосток,2026-07-03,07:00:00,565,118384,7339,Аэрофлот
3561,Владивосток,Архангельск,2026-07-03,06:15:00,431,91312,5819,Аэрофлот
3562,Архангельск,Владивосток,2026-07-03,23:45:00,431,72509,5819,Победа
3563,Владивосток,Архангельск,2026-07-03,07:05:00,415,87763,5819,Россия
3564,Архангельск,Владивосток,2026-07-03,06:30:00,415,92994,5819,Аэрофлот
3565,Владивосток,Архангельск,2026-07-03,12:30:00,455,121138,5819,Аэрофлот
3566,Архангельск,Владивосток,2026-07-03,15:40:00,455,98943,5819,S7 Airlines
3567,Владивосток,Мурманск,2026-07-03,11:25:00,455,116883,5946,Россия
3568,Мурманск,Владивосток,2026-07-03,19:30:00,455,112966,5946,Победа
3569,Владивосток,Мурманск,2026-07-03,14:20:00,441,87951,5946,Победа
3570,Мурманск,Владивосток,2026-07-03,18:15:00,441,121145,5946,S7 Airlines
3571,Владивосток,Сыктывкар,2026-07-03,06:40:00,392,67179,5453,Победа
3572,Сыктывкар,Владивосток,2026-07-03,17:20:00,392,93338,5453,Победа
3573,Владивосток,Сыктывкар,2026-07-03,17:45:00,409,87822,5453,Уральские авиалинии
3574,Сыктывкар,Владивосток,2026-07-03,09:00:00,409,106746,5453,Аэрофлот
3575,Владивосток,Сыктывкар,2026-07-03,18:50:00,393,109070,5453,Аэрофлот
3576,Сыктывкар,Владивосток,2026-07-03,20:10:00,393,93803,5453,Red Wings
3577,Южно-Сахалинск,Сочи,2026-07-03,09:40:00,535,133533,7433,Победа
3578,Сочи,Южно-Сахалинск,2026-07-03,18:30:00,535,145393,7433,Аэрофлот
3579,Южно-Сахалинск,Сочи,2026-07-03,21:05:00,577,109869,7433,Победа
3580,Сочи,Южно-Сахалинск,2026-07-03,06:15:00,577,92398,7433,Победа
